#meta,#meta+archivum,#meta+caput
1603.45.16:,caf.xlsx,date
1603.45.16:,caf.xlsx,validOn
1603.45.16:,caf.xlsx,validTo
1603.45.16:,caf.xlsx,admin3Name_fr
1603.45.16:,caf.xlsx,admin3Pcode
1603.45.16:,caf.xlsx,admin3RefName
1603.45.16:,caf.xlsx,admin3AltName1_fr
1603.45.16:,caf.xlsx,admin3AltName2_fr
1603.45.16:,caf.xlsx,admin2Name_fr
1603.45.16:,caf.xlsx,admin2Pcode
1603.45.16:,caf.xlsx,admin1Name_fr
1603.45.16:,caf.xlsx,admin1Pcode
1603.45.16:,caf.xlsx,admin0Name_fr
1603.45.16:,caf.xlsx,admin0Pcode
1603.45.16:,caf.xlsx,date
1603.45.16:,caf.xlsx,validOn
1603.45.16:,caf.xlsx,validTo
1603.45.16:,caf.xlsx,admin2Name_fr
1603.45.16:,caf.xlsx,admin2Pcode
1603.45.16:,caf.xlsx,admin2RefName
1603.45.16:,caf.xlsx,admin2AltName1_fr
1603.45.16:,caf.xlsx,admin2AltName2_fr
1603.45.16:,caf.xlsx,admin1Name_fr
1603.45.16:,caf.xlsx,admin1Pcode
1603.45.16:,caf.xlsx,admin0Name_fr
1603.45.16:,caf.xlsx,admin0Pcode
1603.45.16:,caf.xlsx,date
1603.45.16:,caf.xlsx,validOn
1603.45.16:,caf.xlsx,validTo
1603.45.16:,caf.xlsx,admin1Name_fr
1603.45.16:,caf.xlsx,admin1Pcode
1603.45.16:,caf.xlsx,admin1RefName
1603.45.16:,caf.xlsx,admin1AltName1_fr
1603.45.16:,caf.xlsx,admin1AltName2_fr
1603.45.16:,caf.xlsx,admin0Name_fr
1603.45.16:,caf.xlsx,admin0Pcode
1603.45.16:,caf.xlsx,date
1603.45.16:,caf.xlsx,validOn
1603.45.16:,caf.xlsx,validTo
1603.45.16:,caf.xlsx,admin0Name_fr
1603.45.16:,caf.xlsx,admin0Pcode
1603.45.16:,caf.xlsx,admin0RefName
1603.45.16:,caf.xlsx,admin0AltName1_fr
1603.45.16:,caf.xlsx,admin0AltName2_fr
1603.45.16:,caf.xlsx,date
1603.45.16:,caf.xlsx,validOn
1603.45.16:,caf.xlsx,validTo
1603.45.16:,chl.xlsx,admin3Name_es
1603.45.16:,chl.xlsx,admin3Pcode
1603.45.16:,chl.xlsx,admin3RefName
1603.45.16:,chl.xlsx,admin3AltName1_es
1603.45.16:,chl.xlsx,admin3AltName2_es
1603.45.16:,chl.xlsx,admin2Name_es
1603.45.16:,chl.xlsx,admin2Pcode
1603.45.16:,chl.xlsx,admin1Name_es
1603.45.16:,chl.xlsx,admin1Pcode
1603.45.16:,chl.xlsx,admin0Name_es
1603.45.16:,chl.xlsx,admin0Pcode
1603.45.16:,chl.xlsx,date
1603.45.16:,chl.xlsx,validOn
1603.45.16:,chl.xlsx,validTo
1603.45.16:,chl.xlsx,admin2Name_es
1603.45.16:,chl.xlsx,admin2Pcode
1603.45.16:,chl.xlsx,admin2RefName
1603.45.16:,chl.xlsx,admin2AltName1_es
1603.45.16:,chl.xlsx,admin2AltName2_es
1603.45.16:,chl.xlsx,admin1Name_es
1603.45.16:,chl.xlsx,admin1Pcode
1603.45.16:,chl.xlsx,admin0Name_es
1603.45.16:,chl.xlsx,admin0Pcode
1603.45.16:,chl.xlsx,date
1603.45.16:,chl.xlsx,validOn
1603.45.16:,chl.xlsx,validTo
1603.45.16:,chl.xlsx,admin1Name_es
1603.45.16:,chl.xlsx,admin1Pcode
1603.45.16:,chl.xlsx,admin1RefName
1603.45.16:,chl.xlsx,admin1AltName1_es
1603.45.16:,chl.xlsx,admin1AltName2_es
1603.45.16:,chl.xlsx,admin0Name_es
1603.45.16:,chl.xlsx,admin0Pcode
1603.45.16:,chl.xlsx,date
1603.45.16:,chl.xlsx,validOn
1603.45.16:,chl.xlsx,validTo
1603.45.16:,chl.xlsx,admin0Name_es
1603.45.16:,chl.xlsx,admin0Pcode
1603.45.16:,chl.xlsx,admin0RefName
1603.45.16:,chl.xlsx,admin0AltName1_es
1603.45.16:,chl.xlsx,admin0AltName2_es
1603.45.16:,chl.xlsx,date
1603.45.16:,chl.xlsx,validOn
1603.45.16:,chl.xlsx,validTo
1603.45.16:,chn.xlsx,admin2Name_en
1603.45.16:,chn.xlsx,admin2Name_zh
1603.45.16:,chn.xlsx,admin2Pcode
1603.45.16:,chn.xlsx,admin2RefName
1603.45.16:,chn.xlsx,admin2AltName1_en
1603.45.16:,chn.xlsx,admin2AltName2_en
1603.45.16:,chn.xlsx,admin2AltName1_zh
1603.45.16:,chn.xlsx,admin2AltName2_zh
1603.45.16:,chn.xlsx,admin1Name_en
1603.45.16:,chn.xlsx,admin1Name_zh
1603.45.16:,chn.xlsx,admin1Pcode
1603.45.16:,chn.xlsx,admin0Name_en
1603.45.16:,chn.xlsx,admin0Name_zh
1603.45.16:,chn.xlsx,admin0Pcode
1603.45.16:,chn.xlsx,date
1603.45.16:,chn.xlsx,validOn
1603.45.16:,chn.xlsx,validTo
1603.45.16:,chn.xlsx,admin1Name_en
1603.45.16:,chn.xlsx,admin1Name_zh
1603.45.16:,chn.xlsx,admin1Pcode
1603.45.16:,chn.xlsx,admin1RefName
1603.45.16:,chn.xlsx,admin1AltName1_en
1603.45.16:,chn.xlsx,admin1AltName2_en
1603.45.16:,chn.xlsx,admin1AltName1_zh
1603.45.16:,chn.xlsx,admin1AltName2_zh
1603.45.16:,chn.xlsx,admin0Name_en
1603.45.16:,chn.xlsx,admin0Name_zh
1603.45.16:,chn.xlsx,admin0Pcode
1603.45.16:,chn.xlsx,date
1603.45.16:,chn.xlsx,validOn
1603.45.16:,chn.xlsx,validTo
1603.45.16:,chn.xlsx,admin0Name_en
1603.45.16:,chn.xlsx,admin0Name_zh
1603.45.16:,chn.xlsx,admin0Pcode
1603.45.16:,chn.xlsx,admin0RefName
1603.45.16:,chn.xlsx,admin0AltName1_en
1603.45.16:,chn.xlsx,admin0AltName2_en
1603.45.16:,chn.xlsx,admin0AltName1_zh
1603.45.16:,chn.xlsx,admin0AltName2_zh
1603.45.16:,chn.xlsx,date
1603.45.16:,chn.xlsx,validOn
1603.45.16:,chn.xlsx,validTo
1603.45.16:,civ.xlsx,admin3Name_fr
1603.45.16:,civ.xlsx,admin3Pcode
1603.45.16:,civ.xlsx,admin3RefName
1603.45.16:,civ.xlsx,admin3AltName1_fr
1603.45.16:,civ.xlsx,admin3AltName2_fr
1603.45.16:,civ.xlsx,admin2Name_fr
1603.45.16:,civ.xlsx,admin2Pcode
1603.45.16:,civ.xlsx,admin1Name_fr
1603.45.16:,civ.xlsx,admin1Pcode
1603.45.16:,civ.xlsx,admin0Name_fr
1603.45.16:,civ.xlsx,admin0Pcode
1603.45.16:,civ.xlsx,date
1603.45.16:,civ.xlsx,validOn
1603.45.16:,civ.xlsx,validTo
1603.45.16:,civ.xlsx,admin2Name_fr
1603.45.16:,civ.xlsx,admin2Pcode
1603.45.16:,civ.xlsx,admin2RefName
1603.45.16:,civ.xlsx,admin2AltName1_fr
1603.45.16:,civ.xlsx,admin2AltName2_fr
1603.45.16:,civ.xlsx,admin1Name_fr
1603.45.16:,civ.xlsx,admin1Pcode
1603.45.16:,civ.xlsx,admin0Name_fr
1603.45.16:,civ.xlsx,admin0Pcode
1603.45.16:,civ.xlsx,date
1603.45.16:,civ.xlsx,validOn
1603.45.16:,civ.xlsx,validTo
1603.45.16:,civ.xlsx,admin1Name_fr
1603.45.16:,civ.xlsx,admin1Pcode
1603.45.16:,civ.xlsx,admin1RefName
1603.45.16:,civ.xlsx,admin1AltName1_fr
1603.45.16:,civ.xlsx,admin1AltName2_fr
1603.45.16:,civ.xlsx,admin0Name_fr
1603.45.16:,civ.xlsx,admin0Pcode
1603.45.16:,civ.xlsx,date
1603.45.16:,civ.xlsx,validOn
1603.45.16:,civ.xlsx,validTo
1603.45.16:,civ.xlsx,admin0Name_fr
1603.45.16:,civ.xlsx,admin0Pcode
1603.45.16:,civ.xlsx,admin0RefName
1603.45.16:,civ.xlsx,admin0AltName1_fr
1603.45.16:,civ.xlsx,admin0AltName2_fr
1603.45.16:,civ.xlsx,date
1603.45.16:,civ.xlsx,validOn
1603.45.16:,civ.xlsx,validTo
1603.45.16:,cmr.xlsx,admin3Name_fr
1603.45.16:,cmr.xlsx,admin3Name_en
1603.45.16:,cmr.xlsx,admin3Pcode
1603.45.16:,cmr.xlsx,admin3RefName
1603.45.16:,cmr.xlsx,admin3AltName1_fr
1603.45.16:,cmr.xlsx,admin3AltName2_fr
1603.45.16:,cmr.xlsx,admin3AltName1_en
1603.45.16:,cmr.xlsx,admin3AltName2_en
1603.45.16:,cmr.xlsx,admin2Name_fr
1603.45.16:,cmr.xlsx,admin2Name_en
1603.45.16:,cmr.xlsx,admin2Pcode
1603.45.16:,cmr.xlsx,admin1Name_fr
1603.45.16:,cmr.xlsx,admin1Name_en
1603.45.16:,cmr.xlsx,admin1Pcode
1603.45.16:,cmr.xlsx,admin0Name_fr
1603.45.16:,cmr.xlsx,admin0Name_en
1603.45.16:,cmr.xlsx,admin0Pcode
1603.45.16:,cmr.xlsx,date
1603.45.16:,cmr.xlsx,validOn
1603.45.16:,cmr.xlsx,validTo
1603.45.16:,cmr.xlsx,admin2Name_fr
1603.45.16:,cmr.xlsx,admin2Name_en
1603.45.16:,cmr.xlsx,admin2Pcode
1603.45.16:,cmr.xlsx,admin2RefName
1603.45.16:,cmr.xlsx,admin2AltName1_fr
1603.45.16:,cmr.xlsx,admin2AltName2_fr
1603.45.16:,cmr.xlsx,admin2AltName1_en
1603.45.16:,cmr.xlsx,admin2AltName2_en
1603.45.16:,cmr.xlsx,admin1Name_fr
1603.45.16:,cmr.xlsx,admin1Name_en
1603.45.16:,cmr.xlsx,admin1Pcode
1603.45.16:,cmr.xlsx,admin0Name_fr
1603.45.16:,cmr.xlsx,admin0Name_en
1603.45.16:,cmr.xlsx,admin0Pcode
1603.45.16:,cmr.xlsx,date
1603.45.16:,cmr.xlsx,validOn
1603.45.16:,cmr.xlsx,validTo
1603.45.16:,cmr.xlsx,admin1Name_fr
1603.45.16:,cmr.xlsx,admin1Name_en
1603.45.16:,cmr.xlsx,admin1Pcode
1603.45.16:,cmr.xlsx,admin1RefName
1603.45.16:,cmr.xlsx,admin1AltName1_fr
1603.45.16:,cmr.xlsx,admin1AltName2_fr
1603.45.16:,cmr.xlsx,admin1AltName1_en
1603.45.16:,cmr.xlsx,admin1AltName2_en
1603.45.16:,cmr.xlsx,admin0Name_fr
1603.45.16:,cmr.xlsx,admin0Name_en
1603.45.16:,cmr.xlsx,admin0Pcode
1603.45.16:,cmr.xlsx,date
1603.45.16:,cmr.xlsx,validOn
1603.45.16:,cmr.xlsx,validTo
1603.45.16:,cmr.xlsx,admin0Name_fr
1603.45.16:,cmr.xlsx,admin0Name_en
1603.45.16:,cmr.xlsx,admin0Pcode
1603.45.16:,cmr.xlsx,admin0RefName
1603.45.16:,cmr.xlsx,admin0AltName1_en
1603.45.16:,cmr.xlsx,admin0AltName2_en
1603.45.16:,cmr.xlsx,admin0AltName1_fr
1603.45.16:,cmr.xlsx,admin0AltName2_fr
1603.45.16:,cmr.xlsx,date
1603.45.16:,cmr.xlsx,validOn
1603.45.16:,cmr.xlsx,validTo
1603.45.16:,cod.xlsx,admin2Name_fr
1603.45.16:,cod.xlsx,admin2Pcode
1603.45.16:,cod.xlsx,admin2RefName
1603.45.16:,cod.xlsx,admin2AltName1_fr
1603.45.16:,cod.xlsx,admin2AltName2_fr
1603.45.16:,cod.xlsx,admin1Name_fr
1603.45.16:,cod.xlsx,admin1Pcode
1603.45.16:,cod.xlsx,admin0Name_fr
1603.45.16:,cod.xlsx,admin0Pcode
1603.45.16:,cod.xlsx,date
1603.45.16:,cod.xlsx,validOn
1603.45.16:,cod.xlsx,validTo
1603.45.16:,cod.xlsx,admin1Name_fr
1603.45.16:,cod.xlsx,admin1Pcode
1603.45.16:,cod.xlsx,admin1RefName
1603.45.16:,cod.xlsx,admin1AltName1_fr
1603.45.16:,cod.xlsx,admin1AltName2_fr
1603.45.16:,cod.xlsx,admin0Name_fr
1603.45.16:,cod.xlsx,admin0Pcode
1603.45.16:,cod.xlsx,date
1603.45.16:,cod.xlsx,validOn
1603.45.16:,cod.xlsx,validTo
1603.45.16:,cod.xlsx,admin0Name_fr
1603.45.16:,cod.xlsx,admin0Pcode
1603.45.16:,cod.xlsx,admin0RefName
1603.45.16:,cod.xlsx,admin0AltName1_fr
1603.45.16:,cod.xlsx,admin0AltName2_fr
1603.45.16:,cod.xlsx,date
1603.45.16:,cod.xlsx,validOn
1603.45.16:,cod.xlsx,validTo
1603.45.16:,cog.xlsx,admin2Name_fr
1603.45.16:,cog.xlsx,admin2Pcode
1603.45.16:,cog.xlsx,admin2RefName
1603.45.16:,cog.xlsx,admin2AltName1_fr
1603.45.16:,cog.xlsx,admin2AltName2_fr
1603.45.16:,cog.xlsx,admin1Name_fr
1603.45.16:,cog.xlsx,admin1Pcode
1603.45.16:,cog.xlsx,admin0Name_fr
1603.45.16:,cog.xlsx,admin0Pcode
1603.45.16:,cog.xlsx,date
1603.45.16:,cog.xlsx,validOn
1603.45.16:,cog.xlsx,validTo
1603.45.16:,cog.xlsx,admin1Name_fr
1603.45.16:,cog.xlsx,admin1Pcode
1603.45.16:,cog.xlsx,admin1RefName
1603.45.16:,cog.xlsx,admin1AltName1_fr
1603.45.16:,cog.xlsx,admin1AltName2_fr
1603.45.16:,cog.xlsx,admin0Name_fr
1603.45.16:,cog.xlsx,admin0Pcode
1603.45.16:,cog.xlsx,date
1603.45.16:,cog.xlsx,validOn
1603.45.16:,cog.xlsx,validTo
1603.45.16:,cog.xlsx,admin0Name_fr
1603.45.16:,cog.xlsx,admin0Pcode
1603.45.16:,cog.xlsx,admin0RefName
1603.45.16:,cog.xlsx,admin0AltName1_fr
1603.45.16:,cog.xlsx,admin0AltName2_fr
1603.45.16:,cog.xlsx,date
1603.45.16:,cog.xlsx,validOn
1603.45.16:,cog.xlsx,validTo
1603.45.16:,col.xlsx,admin2Name_es
1603.45.16:,col.xlsx,admin2Pcode
1603.45.16:,col.xlsx,admin2RefName
1603.45.16:,col.xlsx,admin2AltName1_es
1603.45.16:,col.xlsx,admin2AltName2_es
1603.45.16:,col.xlsx,admin1Name_es
1603.45.16:,col.xlsx,admin1Pcode
1603.45.16:,col.xlsx,admin0Name_es
1603.45.16:,col.xlsx,admin0Pcode
1603.45.16:,col.xlsx,date
1603.45.16:,col.xlsx,validOn
1603.45.16:,col.xlsx,validTo
1603.45.16:,col.xlsx,admin1Name_es
1603.45.16:,col.xlsx,admin1Pcode
1603.45.16:,col.xlsx,admin1RefName
1603.45.16:,col.xlsx,admin1AltName1_es
1603.45.16:,col.xlsx,admin1AltName2_es
1603.45.16:,col.xlsx,admin0Name_es
1603.45.16:,col.xlsx,admin0Pcode
1603.45.16:,col.xlsx,date
1603.45.16:,col.xlsx,validOn
1603.45.16:,col.xlsx,validTo
1603.45.16:,col.xlsx,admin0Name_es
1603.45.16:,col.xlsx,admin0Pcode
1603.45.16:,col.xlsx,admin0RefName
1603.45.16:,col.xlsx,admin0AltName1_es
1603.45.16:,col.xlsx,admin0AltName2_es
1603.45.16:,col.xlsx,date
1603.45.16:,col.xlsx,validOn
1603.45.16:,col.xlsx,validTo
1603.45.16:,com.xlsx,admin3Name_en
1603.45.16:,com.xlsx,admin3Pcode
1603.45.16:,com.xlsx,admin3RefName
1603.45.16:,com.xlsx,admin3AltName1_en
1603.45.16:,com.xlsx,admin3AltName2_en
1603.45.16:,com.xlsx,admin2Name_en
1603.45.16:,com.xlsx,admin2Pcode
1603.45.16:,com.xlsx,admin1Name_en
1603.45.16:,com.xlsx,admin1Pcode
1603.45.16:,com.xlsx,admin0Name_en
1603.45.16:,com.xlsx,admin0Pcode
1603.45.16:,com.xlsx,date
1603.45.16:,com.xlsx,validOn
1603.45.16:,com.xlsx,validTo
1603.45.16:,com.xlsx,admin2Name_en
1603.45.16:,com.xlsx,admin2Pcode
1603.45.16:,com.xlsx,admin2RefName
1603.45.16:,com.xlsx,admin2AltName1_en
1603.45.16:,com.xlsx,admin2AltName2_en
1603.45.16:,com.xlsx,admin1Name_en
1603.45.16:,com.xlsx,admin1Pcode
1603.45.16:,com.xlsx,admin0Name_en
1603.45.16:,com.xlsx,admin0Pcode
1603.45.16:,com.xlsx,date
1603.45.16:,com.xlsx,validOn
1603.45.16:,com.xlsx,validTo
1603.45.16:,com.xlsx,admin1Name_en
1603.45.16:,com.xlsx,admin1Pcode
1603.45.16:,com.xlsx,admin1RefName
1603.45.16:,com.xlsx,admin1AltName1_en
1603.45.16:,com.xlsx,admin1AltName2_en
1603.45.16:,com.xlsx,admin0Name_en
1603.45.16:,com.xlsx,admin0Pcode
1603.45.16:,com.xlsx,date
1603.45.16:,com.xlsx,validOn
1603.45.16:,com.xlsx,validTo
1603.45.16:,com.xlsx,admin0Name_en
1603.45.16:,com.xlsx,admin0Pcode
1603.45.16:,com.xlsx,admin0RefName
1603.45.16:,com.xlsx,admin0AltName1_en
1603.45.16:,com.xlsx,admin0AltName2_en
1603.45.16:,com.xlsx,date
1603.45.16:,com.xlsx,validOn
1603.45.16:,com.xlsx,validTo
1603.45.16:,cpv.xlsx,admin2Name_pt
1603.45.16:,cpv.xlsx,admin2Pcode
1603.45.16:,cpv.xlsx,admin2RefName
1603.45.16:,cpv.xlsx,admin2AltName1_pt
1603.45.16:,cpv.xlsx,admin2AltName2_pt
1603.45.16:,cpv.xlsx,admin1Name_pt
1603.45.16:,cpv.xlsx,admin1Pcode
1603.45.16:,cpv.xlsx,admin0Name_pt
1603.45.16:,cpv.xlsx,admin0Pcode
1603.45.16:,cpv.xlsx,date
1603.45.16:,cpv.xlsx,validOn
1603.45.16:,cpv.xlsx,validTo
1603.45.16:,cpv.xlsx,admin1Name_pt
1603.45.16:,cpv.xlsx,admin1Pcode
1603.45.16:,cpv.xlsx,admin1RefName
1603.45.16:,cpv.xlsx,admin1AltName1_pt
1603.45.16:,cpv.xlsx,admin1AltName2_pt
1603.45.16:,cpv.xlsx,admin0Name_pt
1603.45.16:,cpv.xlsx,admin0Pcode
1603.45.16:,cpv.xlsx,date
1603.45.16:,cpv.xlsx,validOn
1603.45.16:,cpv.xlsx,validTo
1603.45.16:,cpv.xlsx,admin0Name_pt
1603.45.16:,cpv.xlsx,admin0Pcode
1603.45.16:,cpv.xlsx,admin0RefName
1603.45.16:,cpv.xlsx,admin0AltName1_pt
1603.45.16:,cpv.xlsx,admin0AltName2_pt
1603.45.16:,cpv.xlsx,date
1603.45.16:,cpv.xlsx,validOn
1603.45.16:,cpv.xlsx,validTo
1603.45.16:,cri.xlsx,admin2Name_es
1603.45.16:,cri.xlsx,admin2Pcode
1603.45.16:,cri.xlsx,admin2RefName
1603.45.16:,cri.xlsx,admin2AltName1_es
1603.45.16:,cri.xlsx,admin2AltName2_es
1603.45.16:,cri.xlsx,admin1Name_es
1603.45.16:,cri.xlsx,admin1Pcode
1603.45.16:,cri.xlsx,admin0Name_es
1603.45.16:,cri.xlsx,admin0Pcode
1603.45.16:,cri.xlsx,date
1603.45.16:,cri.xlsx,validOn
1603.45.16:,cri.xlsx,validTo
1603.45.16:,cri.xlsx,admin1Name_es
1603.45.16:,cri.xlsx,admin1Pcode
1603.45.16:,cri.xlsx,admin1RefName
1603.45.16:,cri.xlsx,admin1AltName1_es
1603.45.16:,cri.xlsx,admin1AltName2_es
1603.45.16:,cri.xlsx,admin0Name_es
1603.45.16:,cri.xlsx,admin0Pcode
1603.45.16:,cri.xlsx,date
1603.45.16:,cri.xlsx,validOn
1603.45.16:,cri.xlsx,validTo
1603.45.16:,cri.xlsx,admin0Name_es
1603.45.16:,cri.xlsx,admin0Pcode
1603.45.16:,cri.xlsx,admin0RefName
1603.45.16:,cri.xlsx,admin0AltName1_es
1603.45.16:,cri.xlsx,admin0AltName2_es
1603.45.16:,cri.xlsx,date
1603.45.16:,cri.xlsx,validOn
1603.45.16:,cri.xlsx,validTo
1603.45.16:,dji.xlsx,admin2Name_en
1603.45.16:,dji.xlsx,admin2Pcode
1603.45.16:,dji.xlsx,admin2RefName
1603.45.16:,dji.xlsx,admin2AltName1_en
1603.45.16:,dji.xlsx,admin2AltName2_en
1603.45.16:,dji.xlsx,admin1Name_en
1603.45.16:,dji.xlsx,admin1Pcode
1603.45.16:,dji.xlsx,admin0Name_en
1603.45.16:,dji.xlsx,admin0Pcode
1603.45.16:,dji.xlsx,date
1603.45.16:,dji.xlsx,validOn
1603.45.16:,dji.xlsx,validTo
1603.45.16:,dji.xlsx,admin1Name_en
1603.45.16:,dji.xlsx,admin1Pcode
1603.45.16:,dji.xlsx,admin1RefName
1603.45.16:,dji.xlsx,admin1AltName1_en
1603.45.16:,dji.xlsx,admin1AltName2_en
1603.45.16:,dji.xlsx,admin0Name_en
1603.45.16:,dji.xlsx,admin0Pcode
1603.45.16:,dji.xlsx,date
1603.45.16:,dji.xlsx,validOn
1603.45.16:,dji.xlsx,validTo
1603.45.16:,dji.xlsx,admin0Name_en
1603.45.16:,dji.xlsx,admin0Pcode
1603.45.16:,dji.xlsx,admin0RefName
1603.45.16:,dji.xlsx,admin0AltName1_en
1603.45.16:,dji.xlsx,admin0AltName2_en
1603.45.16:,dji.xlsx,date
1603.45.16:,dji.xlsx,validOn
1603.45.16:,dji.xlsx,validTo
